time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-05T00:30:08.810Z,44.7503333,-110.6238333,4.92,2.61,ml,28,79,0.05262,0.19,uu,uu60461542,2021-10-05T14:02:43.820Z,"25 km SSE of Mammoth, Wyoming",earthquake,0.35,0.45,0.266,7,reviewed,uu,uu
2021-10-05T00:20:10.360Z,36.479,71.3025,125.79,4.4,mb,,44,0.869,0.78,us,us6000frqw,2021-10-09T04:43:46.737Z,"30 km SW of Ashk?sham, Afghanistan",earthquake,7.2,6.3,0.054,105,reviewed,us,us
2021-10-05T00:02:06.210Z,37.3931,-117.1145,4.8,2.6,ml,31,107.35,0.149,0.191,nn,nn00824706,2021-10-05T17:05:47.930Z,"36 km SSE of Goldfield, Nevada",earthquake,,2.7,0.3,19,reviewed,nn,nn
2021-10-04T23:18:56.411Z,59.1385,-138.2307,0.1,2.7,ml,,,,0.89,ak,ak021cqho2xv,2021-10-04T23:34:40.040Z,"96 km ESE of Yakutat, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-10-04T23:07:48.800Z,36.5891667,-121.2886667,6.36,3.66,ml,82,59,0.03011,0.16,nc,nc73633396,2021-10-08T20:32:44.462Z,"14km WNW of Pinnacles, CA",earthquake,0.14,0.39,0.165,115,reviewed,nc,nc
2021-10-04T22:38:14.713Z,67.3388,-156.1455,0,2.5,ml,,,,0.81,ak,ak021cqh6ufv,2021-10-04T23:05:18.096Z,"57 km NE of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-04T22:36:13.430Z,46.7956667,-112.0285,10.62,2.54,ml,37,84,0.196,0.15,mb,mb80525729,2021-10-05T14:55:37.430Z,"7 km NNE of Helena Valley Northwest, Montana",earthquake,0.44,0.4,0.232,9,reviewed,mb,mb
2021-10-04T21:45:30.414Z,36.9714,70.0062,10,4.4,mb,,60,0.481,1.17,us,us6000frpx,2021-10-04T22:40:15.040Z,"23 km SE of Rust?q, Afghanistan",earthquake,3.3,1.9,0.086,39,reviewed,us,us
2021-10-04T21:33:20.109Z,31.68185954,-104.435615,6.131567383,3.2,ml,47,49,0.05710927432,0.3,tx,tx2021tlxn,2021-10-06T04:52:49.040Z,"55 km S of Whites City, New Mexico",earthquake,0.9484878673000001,1.043655106,0.2,25,reviewed,tx,tx
2021-10-04T21:32:36.988Z,-9.4948,-74.6466,121.11,4.7,mb,,95,2.6,0.82,us,us6000frpr,2021-10-04T22:03:57.040Z,"38 km ENE of Yuyapichis, Peru",earthquake,3.7,5.9,0.049,125,reviewed,us,us
2021-10-04T21:07:58.340Z,17.7801,-66.9681,4,2.77,md,9,255,0.2041,0.24,pr,pr2021277002,2021-10-04T21:29:05.793Z,"22 km SSW of Guánica, Puerto Rico",earthquake,0.92,1.02,0.27,8,reviewed,pr,pr
2021-10-04T21:06:32.134Z,38.1324,142.101,35,4.5,mb,,116,2.772,1.16,us,us6000frpm,2021-10-04T22:11:44.040Z,"76 km ESE of Ishinomaki, Japan",earthquake,6.2,2,0.108,25,reviewed,us,us
2021-10-04T20:12:06.008Z,9.8374,122.1501,41.73,4.6,mb,,131,5.877,0.71,us,us6000frp0,2021-10-05T07:44:22.615Z,"27 km W of Cartagena, Philippines",earthquake,9.6,8.8,0.09,37,reviewed,us,us
2021-10-04T19:36:38.817Z,-17.2081,-173.7991,180.99,4.8,mb,,157,3.812,1.03,us,us6000frmx,2021-10-04T19:55:50.040Z,"138 km S of Hihifo, Tonga",earthquake,7.4,9.1,0.134,23,reviewed,us,us
2021-10-04T19:06:41.152Z,-5.4247,142.2194,50.23,4.9,mb,,70,6.136,0.89,us,us6000frmp,2021-10-04T19:45:10.040Z,"93 km WNW of Tari, Papua New Guinea",earthquake,9.9,5.7,0.056,99,reviewed,us,us
2021-10-04T18:32:03.486Z,-23.6112,179.3964,537.15,4.9,mb,,79,5.97,0.89,us,us6000frmc,2021-10-04T18:57:38.040Z,"south of the Fiji Islands",earthquake,10.5,5.3,0.064,76,reviewed,us,us
2021-10-04T18:05:05.152Z,31.71942974,-104.0110254,7.416967772999999,2.5,ml,21,65,0.02103901741,0.2,tx,tx2021tlqq,2021-10-04T21:04:57.040Z,"39 km W of Mentone, Texas",earthquake,0.7900004241,0.6685734642,0.1,13,reviewed,tx,tx
2021-10-04T17:17:27.870Z,19.1891666666667,-155.481,35.58,3.55,ml,55,78,,0.12,hv,hv72740132,2021-10-05T17:19:14.790Z,"1 km S of P?hala, Hawaii",earthquake,0.39,0.49,0.182980752009575,34,reviewed,hv,hv
2021-10-04T16:36:51.450Z,37.8718333,-121.6375,4.43,2.69,md,61,63,0.05404,0.19,nc,nc73633266,2021-10-11T05:07:26.352Z,"0km N of Byron, CA",earthquake,0.32,0.44,0.128,73,reviewed,nc,nc
2021-10-04T16:10:25.711Z,38.2604,74.1028,162.67,4.4,mb,,49,2.169,0.42,us,us6000frl6,2021-10-10T21:24:08.040Z,"15 km NE of Murghob, Tajikistan",earthquake,6.1,6.5,0.085,40,reviewed,us,us
2021-10-04T15:46:21.524Z,-17.0341,-173.6243,62.61,4.5,mb,,89,3.579,0.67,us,us6000fszj,2021-10-10T21:10:49.040Z,"120 km S of Hihifo, Tonga",earthquake,9.5,9.3,0.204,13,reviewed,us,us
2021-10-04T15:25:51.824Z,9.7691,122.3461,35.22,4.5,mb,,100,4.174,0.59,us,us6000fszi,2021-10-10T20:39:01.040Z,"6 km WNW of Sipalay, Philippines",earthquake,7.1,7.7,0.108,28,reviewed,us,us
2021-10-04T14:51:45.585Z,-60.3668,-27.1059,10,5.1,mb,,49,7.929,0.7,us,us6000frk6,2021-10-10T20:17:41.040Z,"South Sandwich Islands region",earthquake,9.4,1.7,0.091,43,reviewed,us,us
2021-10-04T14:51:39.157Z,55.4222,-156.841,45.1,3.1,ml,,,,0.84,ak,ak021cqci7sr,2021-10-04T15:04:58.752Z,"137 km SE of Chignik, Alaska",earthquake,,5.4,,,automatic,ak,ak
2021-10-04T14:28:45.495Z,-3.6619,129.5653,22.06,5.2,mww,,43,2.779,0.65,us,us6000frk4,2021-10-10T20:15:17.753Z,"80 km ESE of Amahai, Indonesia",earthquake,6.1,2.1,0.071,19,reviewed,us,us
2021-10-04T14:03:23.534Z,36.4451,27.1903,9.86,4.4,mb,,48,0.786,0.65,us,us6000frk1,2021-10-10T20:10:24.763Z,"19 km SSE of Mandráki, Greece",earthquake,4.2,4.2,0.126,21,reviewed,us,us
2021-10-04T13:36:55.764Z,-31.1316,58.808,10,4.7,mb,,77,16.828,0.21,us,us6000fszg,2021-10-10T20:01:10.040Z,"Southwest Indian Ridge",earthquake,11.4,1.9,0.166,13,reviewed,us,us
2021-10-04T13:06:21.280Z,-60.2124,-25.0853,10,4.9,mb,,81,8.566,0.58,us,us6000fszf,2021-10-10T19:48:56.040Z,"South Sandwich Islands region",earthquake,11,1.8,0.095,38,reviewed,us,us
2021-10-04T12:42:24.684Z,-31.709,-72.0641,18.8,4,mwr,,161,0.985,0.63,us,us6000frjm,2021-10-05T07:34:32.040Z,"85 km W of Illapel, Chile",earthquake,5.1,4.7,0.052,35,reviewed,us,us
2021-10-04T12:36:16.358Z,-31.689,-72.1033,16.49,4.6,mwr,,75,1.023,0.47,us,us6000frjh,2021-10-04T21:25:11.965Z,"88 km W of Illapel, Chile",earthquake,4.8,3.1,0.036,74,reviewed,us,us
2021-10-04T12:34:37.866Z,56.2215,-149.9723,10,3.3,ml,,188,2.366,0.45,us,us6000frjg,2021-10-04T12:43:23.040Z,"209 km SE of Chiniak, Alaska",earthquake,8.1,2,0.05,53,reviewed,us,us
2021-10-04T11:06:32.954Z,56.8886,-156.2848,67.6,3.3,ml,,,,0.81,ak,ak021cqag99v,2021-10-04T11:20:18.040Z,"96 km SE of Ugashik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-04T10:59:19.313Z,1.0229,126.9567,24.78,4.6,mb,,98,0.479,0.81,us,us6000frj7,2021-10-05T10:51:45.040Z,"54 km WNW of Ternate, Indonesia",earthquake,9,6.4,0.097,32,reviewed,us,us
2021-10-04T10:02:17.576Z,-8.2268,127.7335,46.56,4.7,mb,,57,3.745,0.67,us,us6000frit,2021-10-05T10:05:18.040Z,"87 km ENE of Lospalos, Timor Leste",earthquake,7.9,4,0.126,19,reviewed,us,us
2021-10-04T09:52:21.652Z,61.1799,-149.6982,36.6,2.6,ml,,,,0.68,ak,ak021cq9j82s,2021-10-05T15:37:14.614Z,"Southern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-10-04T08:30:41.870Z,17.9428,-66.933,14,2.73,md,24,197,0.0628,0.11,pr,pr2021277001,2021-10-04T09:02:55.450Z,"4 km SW of Guánica, Puerto Rico",earthquake,0.3,0.37,0.21,5,reviewed,pr,pr
2021-10-04T07:38:45.468Z,44.3153,-115.0503,10,2.6,ml,,64,0.882,0.45,us,us6000fri5,2021-10-04T16:13:34.240Z,"14 km NW of Stanley, Idaho",earthquake,3.5,2,0.038,92,reviewed,us,us
2021-10-04T06:34:14.581Z,-29.9938,-177.5211,31.78,5.7,mww,,70,0.807,0.72,us,us6000frhs,2021-10-06T17:56:03.878Z,"Kermadec Islands, New Zealand",earthquake,8.2,2.5,0.056,31,reviewed,us,us
2021-10-04T06:07:51.418Z,24.7308,122.2169,10,4.9,mb,,42,0.697,0.3,us,us6000frhj,2021-10-08T00:11:36.343Z,"47 km E of Yilan, Taiwan",earthquake,5.9,1.9,0.078,51,reviewed,us,us
2021-10-04T05:59:49.904Z,31.6685681,-104.395387,6.979931641,2.6,ml,26,60,0.08984252609,0.3,tx,tx2021tksu,2021-10-11T06:30:08.040Z,"56 km S of Whites City, New Mexico",earthquake,1.135618166,1.280743434,0.2,13,reviewed,tx,tx
2021-10-04T05:30:38.795Z,59.8121,-153.055,94.2,2.7,ml,,,,0.6,ak,ak021cq70t88,2021-10-04T07:54:52.040Z,"59 km E of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-04T05:00:28.867Z,31.60479412,-104.2611416,7.005639647999999,2.9,ml,34,71,0.1730359186,0.3,tx,tx2021tkqu,2021-10-06T17:34:04.015Z,"54 km NW of Toyah, Texas",earthquake,0.9455106731000001,1.352648403,0.2,21,reviewed,tx,tx
2021-10-04T04:12:41.827Z,-46.9873,33.7042,10,5.2,mb,,52,14.786,0.98,us,us6000frgg,2021-10-04T04:29:40.040Z,"Prince Edward Islands region",earthquake,11.9,1.9,0.095,36,reviewed,us,us
2021-10-04T03:54:07.012Z,-60.4025,-27.5986,10,6.3,mww,,25,7.788,1.01,us,us6000frfw,2021-10-06T17:51:57.040Z,"South Sandwich Islands region",earthquake,8.4,1.7,0.063,24,reviewed,us,us
2021-10-04T03:39:33.051Z,-8.9399,160.7531,10,4.4,mb,,102,0.937,1.28,us,us6000fsyw,2021-10-11T04:20:57.040Z,"19 km SSE of Auki, Solomon Islands",earthquake,10.5,1.9,0.155,12,reviewed,us,us
2021-10-04T03:32:02.448Z,-35.5972,179.2014,89.14,4.6,mb,,242,2.089,0.42,us,us6000fsyv,2021-10-11T04:14:06.040Z,"off the east coast of the North Island of New Zealand",earthquake,15.8,11.1,0.193,8,reviewed,us,us
2021-10-04T03:24:20.053Z,30.3352,94.7958,10,4.9,mb,,72,6.097,0.72,us,us6000frfq,2021-10-11T04:06:51.040Z,"204 km NNE of Shi Yomi, India",earthquake,8.4,1.9,0.063,78,reviewed,us,us
2021-10-04T03:18:30.941Z,44.2603,-115.0256,14.83,3,ml,,67,0.825,0.6,us,us6000frfm,2021-10-06T04:48:07.822Z,"8 km NW of Stanley, Idaho",earthquake,2.3,10.1,0.034,116,reviewed,us,us
2021-10-04T03:07:58.089Z,44.2697,-115.0233,10,2.5,ml,,67,0.833,0.78,us,us6000frfb,2021-10-06T04:46:01.565Z,"8 km NW of Stanley, Idaho",earthquake,2.7,2,0.041,80,reviewed,us,us
2021-10-04T02:58:14.029Z,38.6884,-97.4787,5,3.8,mb,,75,0.747,0.51,us,us6000frf8,2021-10-11T03:14:32.565Z,"4 km WSW of Gypsum, Kansas",earthquake,2.8,2,0.127,16,reviewed,us,us
2021-10-04T02:56:21.179Z,44.3089,-115.0657,7.03,2.6,ml,,78,0.882,0.89,us,us6000frf4,2021-10-06T04:43:25.235Z,"14 km NW of Stanley, Idaho",earthquake,2.2,6.2,0.042,76,reviewed,us,us
2021-10-04T02:39:28.598Z,32.3107,49.7251,15,5.5,mww,,23,4.355,1.1,us,us6000frf2,2021-10-11T03:07:30.015Z,"57 km NE of Masjed Soleym?n, Iran",earthquake,6.7,1.7,0.063,24,reviewed,us,us
2021-10-04T01:24:01.621Z,-60.0801,-27.4358,79.46,4.8,mb,,94,7.607,1.02,us,us6000fsyt,2021-10-11T02:54:30.040Z,"South Sandwich Islands region",earthquake,12.7,5.3,0.104,29,reviewed,us,us
2021-10-04T00:51:21.949Z,-2.4057,138.4638,45.59,4.6,mb,,35,2.241,0.59,us,us6000fsz3,2021-10-09T04:11:15.040Z,"242 km W of Abepura, Indonesia",earthquake,7.8,7.2,0.078,50,reviewed,us,us
2021-10-04T00:35:26.854Z,-32.6312,-178.7114,13.98,4.6,mb,,84,5.493,0.71,us,us6000fren,2021-10-08T21:04:30.040Z,"south of the Kermadec Islands",earthquake,11.8,1.7,0.157,12,reviewed,us,us
2021-10-04T00:19:49.360Z,58.7852,-144.1368,43.1,2.5,ml,,,,1.95,ak,ak021cq3zb2x,2021-10-04T00:25:19.245Z,"216 km SSE of Cordova, Alaska",earthquake,,16.8,,,automatic,ak,ak
2021-10-03T22:55:31.609Z,59.4418,-146.9114,10.6,2.8,ml,,,,0.81,ak,ak021cotr5ev,2021-10-05T03:46:17.040Z,"93 km SE of Chenega, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-03T22:20:27.934Z,12.5096,-88.3666,35,4.2,mb,,169,0.954,0.48,us,us6000frdz,2021-10-05T03:33:47.040Z,"82 km SSW of Chirilagua, El Salvador",earthquake,4.7,2,0.175,9,reviewed,us,us
2021-10-03T22:05:49.784Z,5.9987,126.0944,130.49,4.5,mb,,108,1.18,0.73,us,us6000frdy,2021-10-05T02:52:44.040Z,"41 km SSW of Pondaguitan, Philippines",earthquake,9.5,7.9,0.097,31,reviewed,us,us
2021-10-03T21:31:00.284Z,-24.223,-67.3601,209.23,4.6,mb,,60,1.471,0.6,us,us6000frdq,2021-10-05T02:26:38.040Z,"105 km W of San Antonio de los Cobres, Argentina",earthquake,8.6,7.4,0.158,12,reviewed,us,us
2021-10-03T21:09:59.444Z,11.1046,-86.8318,35,4.9,mb,,74,1.184,0.59,us,us6000frdl,2021-10-05T02:37:01.040Z,"83 km SSW of Masachapa, Nicaragua",earthquake,5.5,1.9,0.028,412,reviewed,us,us
2021-10-03T20:45:23.020Z,19.2076666666667,-155.391666666667,32.83,2.83,ml,55,158,,0.12,hv,hv72739052,2021-10-04T23:52:10.430Z,"9 km E of P?hala, Hawaii",earthquake,0.42,0.5,0.147641045521,30,reviewed,hv,hv
2021-10-03T20:26:44.542Z,7.5773,-37.4173,10,4.6,mb,,131,15.331,1.14,us,us6000fsp9,2021-10-10T16:13:50.040Z,"central Mid-Atlantic Ridge",earthquake,7.7,1.9,0.128,18,reviewed,us,us
2021-10-03T20:10:01.749Z,31.71683548,-104.2792191,6.799975586,2.6,ml,35,61,0.06040364174,0.3,tx,tx2021tjzg,2021-10-04T19:01:59.487Z,"51 km S of Whites City, New Mexico",earthquake,0.9568935467,1.154439858,0.1,22,reviewed,tx,tx
2021-10-03T19:44:34.834Z,-0.4025,124.3859,80.46,4.4,mb,,56,1.734,1.17,us,us6000frcv,2021-10-03T20:08:32.040Z,"180 km SE of Gorontalo, Indonesia",earthquake,6.7,11.1,0.13,17,reviewed,us,us
2021-10-03T18:33:58.932Z,13.2676,121.5634,79,4.3,mb,,160,7.317,1.11,us,us6000fsp4,2021-10-10T16:10:25.040Z,"22 km NNE of Pili, Philippines",earthquake,13,10.5,0.113,22,reviewed,us,us
2021-10-03T18:33:31.630Z,19.1485004425049,-155.448837280273,32.7299995422363,2.51999998,md,44,166,,0.150000006,hv,hv72738957,2021-10-03T19:56:27.040Z,"Island of Hawaii, Hawaii",earthquake,0.61,0.910000026,0.319999993,25,automatic,hv,hv
2021-10-03T16:37:23.840Z,31.925,-116.2903333,16.73,2.7,ml,16,120,0.3017,0.21,ci,ci40062016,2021-10-10T19:23:39.040Z,"32km E of Ensenada, B.C., MX",earthquake,0.5,1.27,0.101,64,reviewed,ci,ci
2021-10-03T16:24:04.094Z,-1.8709,101.4746,152.12,4.2,mb,,160,2.225,0.62,us,us6000fsp2,2021-10-10T19:21:06.040Z,"22 km NNE of Sungai Penuh, Indonesia",earthquake,9.7,7.8,0.115,22,reviewed,us,us
2021-10-03T16:19:52.131Z,25.3265,141.564,185.26,4.2,mb,,133,1.848,0.39,us,us6000fsp3,2021-10-10T19:09:59.040Z,"Volcano Islands, Japan region",earthquake,10,11.9,0.235,6,reviewed,us,us
2021-10-03T15:53:37.261Z,52.1026,-171.2098,45.58,4.5,mb,,128,1.08,0.62,us,us6000frc5,2021-10-10T18:41:27.040Z,"184 km WSW of Nikolski, Alaska",earthquake,7.4,4.7,0.043,161,reviewed,us,us
2021-10-03T15:42:17.491Z,46.6685,10.8035,10,2.5,ml,,140,0.375,0.75,us,us6000frc4,2021-10-06T07:30:44.290Z,"5 km NNE of Silandro, Italy",earthquake,1.6,1.9,0.06,36,reviewed,us,us
2021-10-03T14:31:27.622Z,35.1442,25.2375,10,4.6,mb,,119,0.318,0.64,us,us6000fsp1,2021-10-10T16:11:23.040Z,"2 km W of Arkalochóri, Greece",earthquake,5,1.9,0.165,13,reviewed,us,us
2021-10-03T14:13:36.520Z,36.36383333,-98.14816667,7.73,2.5,ml,100,55,0,0.17,ok,ok2021tjnn,2021-10-10T13:56:16.040Z,"3 km SE of Meno, Oklahoma",earthquake,,0.3,0.22,34,reviewed,ok,ok
2021-10-03T13:24:16.919Z,-22.8035,-179.6151,576.65,4.3,mb,,109,5.488,0.45,us,us6000fsnz,2021-10-10T13:52:33.040Z,"south of the Fiji Islands",earthquake,9.4,11.1,0.111,24,reviewed,us,us
2021-10-03T13:23:16.198Z,20.6386,120.0263,10,4.7,mb,,153,2.379,0.97,us,us6000frbd,2021-10-10T13:37:38.040Z,"168 km SSW of Hengchun, Taiwan",earthquake,11.6,1.9,0.106,27,reviewed,us,us
2021-10-03T12:54:56.400Z,19.1813333333333,-155.475666666667,35.97,2.67,md,49,81,,0.11,hv,hv72738697,2021-10-05T04:18:38.040Z,"2 km S of P?hala, Hawaii",earthquake,0.49,0.58,0.138535067058811,19,reviewed,hv,hv
2021-10-03T12:02:00.480Z,37.2326667,-121.6146667,3.89,3.29,ml,178,37,0.05353,0.11,nc,nc73632846,2021-10-05T01:24:23.528Z,"12km NNE of Morgan Hill, CA",earthquake,0.07,0.21,0.166,96,reviewed,nc,nc
2021-10-03T11:01:52.410Z,17.986,-65.861,9,3.07,md,10,197,0.1565,0.15,pr,pr2021276000,2021-10-03T14:47:18.588Z,"2 km SE of Emajagua, Puerto Rico",earthquake,0.81,1.1,0.16,7,reviewed,pr,pr
2021-10-03T09:45:56.286Z,-19.1495,169.1546,142.52,4.9,mww,,54,3.798,0.57,us,us6000fraj,2021-10-03T10:06:54.040Z,"45 km NNW of Isangel, Vanuatu",earthquake,5.5,5.3,0.098,10,reviewed,us,us
2021-10-03T08:49:38.554Z,34.3564,141.6277,10,4.6,mb,,134,1.953,0.48,us,us6000frae,2021-10-07T17:03:41.213Z,"148 km SE of Katsuura, Japan",earthquake,7.6,1.9,0.073,55,reviewed,us,us
2021-10-03T08:38:34.025Z,-36.8932,-74.1431,10,4.3,mwr,,117,2.315,0.6,us,us6000fra1,2021-10-03T09:11:29.040Z,"83 km WNW of Arauco, Chile",earthquake,5,1.9,,,reviewed,us,guc
2021-10-03T07:15:10.382Z,37.5294,30.3549,9.58,4.2,mb,,40,0.336,0.71,us,us6000fr9q,2021-10-03T11:51:02.775Z,"Western Turkey",earthquake,3.8,6.1,0.14,14,reviewed,us,us
2021-10-03T06:19:57.132Z,38.0214,73.1878,44.76,4.7,mb,,124,2.259,0.52,us,us6000fr9d,2021-10-03T07:13:49.040Z,"70 km WSW of Murghob, Tajikistan",earthquake,9.6,8.1,0.088,39,reviewed,us,us
2021-10-03T06:07:28.887Z,-20.5104,-70.7746,16.68,3.7,ml,,238,0.559,0.32,us,us6000fr9b,2021-10-03T21:51:56.339Z,"73 km WSW of Iquique, Chile",earthquake,5,10.8,0.074,24,reviewed,us,us
2021-10-03T05:49:10.460Z,-33.6638,-179.3408,44.85,5.1,mww,,56,4.336,1.07,us,us6000fr98,2021-10-03T06:12:02.040Z,"south of the Kermadec Islands",earthquake,5.3,5.1,0.093,11,reviewed,us,us
2021-10-03T05:23:15.429Z,31.71066916,-104.0190609,8.239624022999998,2.5,ml,24,77,0.02377246682,0.2,tx,tx2021tivz,2021-10-04T19:43:29.192Z,"39 km W of Mentone, Texas",earthquake,0.8250270863,0.5876578843,0.2,16,reviewed,tx,tx
2021-10-03T03:16:27.811Z,-24.1154,-179.7072,512.6,4.2,mb,,161,5.369,0.38,us,us6000fsns,2021-10-07T23:20:44.040Z,"south of the Fiji Islands",earthquake,11,11.9,0.263,6,reviewed,us,us
2021-10-03T02:48:23.747Z,64.4317,-146.709,7,3.5,ml,,,,0.79,ak,ak021cohszox,2021-10-03T10:21:08.050Z,"8 km NW of Harding-Birch Lakes, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-10-03T02:10:58.810Z,37.4618,137.1153,10,4.4,mb,,89,1.263,0.86,us,us6000fsnf,2021-10-07T23:06:38.040Z,"47 km NNE of Nanao, Japan",earthquake,5.2,1.5,0.131,19,reviewed,us,us
2021-10-03T01:58:09.133Z,31.71340546,-104.0249983,7.828295898,3.1,ml,22,62,0.01950642057,0.2,tx,tx2021tipg,2021-10-06T17:43:43.689Z,"40 km W of Mentone, Texas",earthquake,0.9363494046,0.6399280345,0.2,14,reviewed,tx,tx
2021-10-03T01:48:10.542Z,31.70926532,-104.0260547,7.93112793,3.3,ml,30,71,0.02338783709,0.2,tx,tx2021tiox,2021-10-06T17:29:57.684Z,"western Texas",earthquake,0.7201072282,0.5208085565,0.2,20,reviewed,tx,tx
2021-10-03T01:46:57.522Z,31.71159977,-104.0158343,7.982543944999999,2.7,ml,23,70,0.0242267929,0.2,tx,tx2021tiow,2021-10-05T21:55:37.040Z,"western Texas",earthquake,0.854863877,0.6052055738,0.2,16,reviewed,tx,tx
2021-10-03T01:45:58.440Z,51.3054,-178.0688,35,4,mb,,187,0.463,1,us,us6000frdc,2021-10-05T21:49:22.040Z,"117 km WSW of Adak, Alaska",earthquake,3.9,2,0.104,25,reviewed,us,us
2021-10-03T01:39:18.557Z,31.7055964,-104.0238823,8.136791992,4,ml,23,68,0.02734348132,0.1,tx,tx2021tiop,2021-10-04T14:06:20.066Z,"40 km W of Mentone, Texas",earthquake,0.6961215208,0.5924581528,0.2,13,reviewed,tx,tx
2021-10-03T01:34:37.390Z,44.2856,-115.0273,10,2.8,ml,,66,0.848,0.62,us,us6000fr81,2021-10-04T19:57:36.080Z,"10 km NW of Stanley, Idaho",earthquake,2.5,2,0.046,62,reviewed,us,us
2021-10-03T01:34:17.218Z,43.9287,148.2937,40.96,4.5,mb,,170,4.116,0.72,us,us6000fr86,2021-10-03T02:31:49.040Z,"127 km E of Shikotan, Russia",earthquake,10.2,7,0.075,55,reviewed,us,us
2021-10-03T01:17:50.411Z,-16.2762,-69.6978,219.41,4.3,mb,,106,1.322,0.93,us,us6000fr7w,2021-10-03T01:32:06.040Z,"21 km S of Ilave, Peru",earthquake,5.9,9,0.109,24,reviewed,us,us
2021-10-03T00:45:43.826Z,13.8357,120.6333,157.82,4.3,mb,,132,8.857,0.6,us,us6000fr7r,2021-10-03T02:08:19.071Z,"0 km NNE of Calatagan, Philippines",earthquake,12.5,8.4,0.093,33,reviewed,us,us
2021-10-03T00:33:40.310Z,44.25,-114.9986667,8.47,2.54,ml,12,83,0.807,0.2,mb,mb80525454,2021-10-04T21:59:48.090Z,"6 km NW of Stanley, Idaho",earthquake,1.97,4.01,0.226,10,reviewed,mb,mb
2021-10-02T23:54:42.710Z,44.2615,-115.0111667,13.28,2.52,ml,8,138,0.821,0.26,mb,mb80525444,2021-10-04T21:48:37.530Z,"7 km NW of Stanley, Idaho",earthquake,1.56,4.67,0.126,12,reviewed,mb,mb
2021-10-02T23:47:42.725Z,44.2742,-115.0271,12.41,4,mwr,,66,0.838,0.67,us,us6000fr7b,2021-10-10T07:07:52.982Z,"9 km NW of Stanley, Idaho",earthquake,3.3,10.6,0.032,91,reviewed,us,us
2021-10-02T23:33:34.069Z,12.9143,121.0105,10,4.6,mb,,71,8.077,0.95,us,us6000fr7a,2021-10-03T00:15:26.040Z,"22 km ENE of Tuban, Philippines",earthquake,7.4,1.9,0.081,46,reviewed,us,us
2021-10-02T23:22:18.775Z,2.5997,129.0486,10,4.6,mb,,121,2.474,0.81,us,us6000fr77,2021-10-02T23:51:39.040Z,"150 km NE of Tobelo, Indonesia",earthquake,6.7,1.8,0.078,49,reviewed,us,us
2021-10-02T22:01:42.797Z,24.9292,96.3874,10,4.1,mb,,164,2.023,0.25,us,us6000fr6v,2021-10-02T22:27:02.040Z,"113 km WSW of Myitkyina, Myanmar",earthquake,4.7,1.9,0.214,6,reviewed,us,us
2021-10-02T21:59:27.099Z,12.8786,120.9054,9.35,5.4,mww,,65,7.382,0.79,us,us6000fr6u,2021-10-04T01:10:14.457Z,"10 km NE of Tuban, Philippines",earthquake,8.2,4.4,0.062,25,reviewed,us,us
2021-10-02T20:43:39.339Z,-9.1677,67.2383,10,5.9,mww,,41,11.171,1.18,us,us6000fr5t,2021-10-03T20:47:20.086Z,"Mid-Indian Ridge",earthquake,8.8,1.7,0.068,21,reviewed,us,us
2021-10-02T19:59:24.330Z,19.2231666666667,-155.392833333333,32.53,3.4,ml,54,150,,0.13,hv,hv72737882,2021-10-11T02:30:01.836Z,"9 km ENE of P?hala, Hawaii",earthquake,0.44,0.55,0.150241504229867,37,reviewed,hv,hv
2021-10-02T19:22:26.670Z,37.7501667,-122.1575,6.2,3.35,mw,227,12,0.01162,0.12,nc,nc73632531,2021-10-11T06:51:40.695Z,"3km N of San Leandro, CA",earthquake,0.07,0.13,,4,reviewed,nc,nc
2021-10-02T19:04:44.030Z,35.5881667,-117.4946667,7.29,2.93,ml,37,72,0.1234,0.12,ci,ci40061528,2021-10-04T14:28:06.900Z,"17km ESE of Ridgecrest, CA",earthquake,0.14,0.72,0.17,131,reviewed,ci,ci
2021-10-02T18:57:45.745Z,31.7097249,-104.026057,7.519799805,3,ml,27,72,0.02293346012,0.2,tx,tx2021tibj,2021-10-06T17:49:47.174Z,"40 km W of Mentone, Texas",earthquake,0.7407073314,0.5091805788,0.2,19,reviewed,tx,tx
2021-10-02T18:55:43.040Z,31.7093542,-104.0007447,6.285815430000001,3.6,ml,17,48,0.03424588711,0.2,tx,tx2021tibk,2021-10-06T17:20:32.849Z,"38 km W of Mentone, Texas",earthquake,1.059255321,0.8226279439,0.2,8,reviewed,tx,tx
2021-10-02T18:54:57.730Z,31.71387857,-104.0212309,7.622631836000001,3.4,ml,20,69,0.02008486452,0.2,tx,tx2021tibh,2021-10-06T17:26:29.978Z,"40 km W of Mentone, Texas",earthquake,0.7364514139,0.5974825456,0.2,13,reviewed,tx,tx
